Job ID,Job Title,Country,Job Description,Skills Required,Experience Required,Age Required,Salary,Working Hours,Facilities,Looking gender,No. of job seekers required,Available Quantity
172,Scaffolder,Qatar,"This is a job for a Scaffolder in Qatar. As a Scaffolder, you will be responsible for erection of scaffolds, ensuring efficiency and quality in your role. Your key duties will include safety compliance, load assessment, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Erection of scaffolds, Safety compliance, Load assessment skills and the ability to work in a fast-paced, professional setting. Prior experience in scaffolder is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Scaffold Assembly, Construction Safety, Height Work, Load Bearing, Structural Framework","1st time, Experienced",25-48,"Rs. 230,341.00",12 hours,"Accommodation, Medical, Meal Allowance","male, female",71,8
173,Security Guard,Qatar,"This is a job for a Security Guard in Qatar. As a Security Guard, you will be responsible for surveillance monitoring, ensuring efficiency and quality in your role. Your key duties will include emergency response, access control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Surveillance monitoring, Emergency response, Access control skills and the ability to work in a fast-paced, professional setting. Prior experience in security guard is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Surveillance, Emergency Response, Patrolling, Threat Detection, Crowd Control","1st time, Experienced",36-48,"Rs. 175,110.00",8 hours,"Accommodation, Medical",male,186,102
174,Security Guard,Qatar,"This is a job for a Security Guard in Qatar. As a Security Guard, you will be responsible for surveillance monitoring, ensuring efficiency and quality in your role. Your key duties will include emergency response, access control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Surveillance monitoring, Emergency response, Access control skills and the ability to work in a fast-paced, professional setting. Prior experience in security guard is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Surveillance, Emergency Response, Patrolling, Threat Detection, Crowd Control",Experienced,35-55,"Rs. 187,837.00",11 hours,"Accommodation, Food, Medical",male,161,6
175,Sous Chef,Singapore,"This is a job for a Sous Chef in Singapore. As a Sous Chef, you will be responsible for kitchen management, ensuring efficiency and quality in your role. Your key duties will include menu development, food presentation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Kitchen management, Menu development, Food presentation skills and the ability to work in a fast-paced, professional setting. Prior experience in sous chef is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Menu Execution, Kitchen Management, Food Safety, Ingredient Selection, Staff Training","1st time, Experienced",39-46,"Rs. 243,587.00",11 hours,"Accommodation, Food, Transport","male, female",9,3
176,Sous Chef,Bahrain,"This is a job for a Sous Chef in Bahrain. As a Sous Chef, you will be responsible for kitchen management, ensuring efficiency and quality in your role. Your key duties will include menu development, food presentation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Kitchen management, Menu development, Food presentation skills and the ability to work in a fast-paced, professional setting. Prior experience in sous chef is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Menu Execution, Kitchen Management, Food Safety, Ingredient Selection, Staff Training","1st time, Experienced",35-54,"Rs. 183,098.00",10 hours,"Accommodation, Food, Transport","male, female",134,129
177,Supervisor,Dubai,"This is a job for a Supervisor in Dubai. As a Supervisor, you will be responsible for team leadership, ensuring efficiency and quality in your role. Your key duties will include process optimization, staff training, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Team leadership, Process optimization, Staff training skills and the ability to work in a fast-paced, professional setting. Prior experience in supervisor is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Team Leadership, Process Optimization, Workforce Coordination, Quality Assurance, Productivity Improvement","1st time, Experienced",35-47,"Rs. 266,181.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance",male,194,88
178,Supervisor,Singapore,"This is a job for a Supervisor in Singapore. As a Supervisor, you will be responsible for team leadership, ensuring efficiency and quality in your role. Your key duties will include process optimization, staff training, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Team leadership, Process optimization, Staff training skills and the ability to work in a fast-paced, professional setting. Prior experience in supervisor is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Team Leadership, Process Optimization, Workforce Coordination, Quality Assurance, Productivity Improvement","1st time, Experienced",31-57,"Rs. 274,009.00",8 hours,"Accommodation, Food, Medical",male,19,5
179,Sushi Chef,Kuwait,"This is a job for a Sushi Chef in Kuwait. As a Sushi Chef, you will be responsible for fish cutting, ensuring efficiency and quality in your role. Your key duties will include sushi rolling, rice preparation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Fish cutting, Sushi rolling, Rice preparation skills and the ability to work in a fast-paced, professional setting. Prior experience in sushi chef is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Fish Cutting, Sushi Rolling, Rice Preparation, Food Presentation, Japanese Cuisine",Experienced,30-46,"Rs. 250,357.00",10 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",5,4
180,Sushi Chef,Singapore,"This is a job for a Sushi Chef in Singapore. As a Sushi Chef, you will be responsible for fish cutting, ensuring efficiency and quality in your role. Your key duties will include sushi rolling, rice preparation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Fish cutting, Sushi rolling, Rice preparation skills and the ability to work in a fast-paced, professional setting. Prior experience in sushi chef is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Fish Cutting, Sushi Rolling, Rice Preparation, Food Presentation, Japanese Cuisine","1st time, Experienced",30-48,"Rs. 185,196.00",12 hours,"Accommodation, Food, Transport","male, female",187,34
181,Tailor,Saudi Arabia,"This is a job for a Tailor in Saudi Arabia. As a Tailor, you will be responsible for garment construction, ensuring efficiency and quality in your role. Your key duties will include pattern making, fabric cutting, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Garment construction, Pattern making, Fabric cutting skills and the ability to work in a fast-paced, professional setting. Prior experience in tailor is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Garment Making, Pattern Stitching, Alteration, Fabric Selection, Embroidery",1st time,29-57,"Rs. 166,101.00",11 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",111,21
182,Tailor,Bahrain,"This is a job for a Tailor in Bahrain. As a Tailor, you will be responsible for garment construction, ensuring efficiency and quality in your role. Your key duties will include pattern making, fabric cutting, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Garment construction, Pattern making, Fabric cutting skills and the ability to work in a fast-paced, professional setting. Prior experience in tailor is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Garment Making, Pattern Stitching, Alteration, Fabric Selection, Embroidery","1st time, Experienced",35-43,"Rs. 192,682.00",8 hours,"Accommodation, Food, Transport","male, female",56,1
183,Tile Mason,Jordan,"This is a job for a Tile Mason in Jordan. As a Tile Mason, you will be responsible for tile cutting, ensuring efficiency and quality in your role. Your key duties will include grouting techniques, pattern layout, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Tile cutting, Grouting techniques, Pattern layout skills and the ability to work in a fast-paced, professional setting. Prior experience in tile mason is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Jordan, this role is for you.","Tile Cutting, Grouting Techniques, Surface Leveling, Pattern Layout, Flooring Installation",1st time,34-51,"Rs. 210,397.00",10 hours,"Accommodation, Food, Transport","male, female",47,8
184,Tile Mason,Saudi Arabia,"This is a job for a Tile Mason in Saudi Arabia. As a Tile Mason, you will be responsible for tile cutting, ensuring efficiency and quality in your role. Your key duties will include grouting techniques, pattern layout, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Tile cutting, Grouting techniques, Pattern layout skills and the ability to work in a fast-paced, professional setting. Prior experience in tile mason is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Tile Cutting, Grouting Techniques, Surface Leveling, Pattern Layout, Flooring Installation",Experienced,39-49,"Rs. 165,800.00",11 hours,"Accommodation, Medical","male, female",194,100
185,Trainer,Romania,"This is a job for a Trainer in Romania. As a Trainer, you will be responsible for coaching methodologies, ensuring efficiency and quality in your role. Your key duties will include public speaking, performance assessment, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Coaching methodologies, Public speaking, Performance assessment skills and the ability to work in a fast-paced, professional setting. Prior experience in trainer is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Employee Training, Public Speaking, Skill Development, Workshop Coordination, Leadership",1st time,38-57,"Rs. 275,863.00",12 hours,"Accommodation, Food, Transport","male, female",190,58
186,Trainer,Bahrain,"This is a job for a Trainer in Bahrain. As a Trainer, you will be responsible for coaching methodologies, ensuring efficiency and quality in your role. Your key duties will include public speaking, performance assessment, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Coaching methodologies, Public speaking, Performance assessment skills and the ability to work in a fast-paced, professional setting. Prior experience in trainer is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Employee Training, Public Speaking, Skill Development, Workshop Coordination, Leadership",Experienced,34-46,"Rs. 153,304.00",8 hours,"Accommodation, Food, Transport","male, female",47,36
187,Veterinary Assistant,Lebanon,"This is a job for a Veterinary Assistant in Lebanon. As a Veterinary Assistant, you will be responsible for animal handling, ensuring efficiency and quality in your role. Your key duties will include medication administration, surgical assistance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Animal handling, Medication administration, Surgical assistance skills and the ability to work in a fast-paced, professional setting. Prior experience in veterinary assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Animal Handling, Veterinary Procedures, Surgical Assistance, Pet Care, Medication Administration",Experienced,29-55,"Rs. 211,934.00",11 hours,"Accommodation, Food, Medical","male, female",153,61
188,Veterinary Assistant,Bahrain,"This is a job for a Veterinary Assistant in Bahrain. As a Veterinary Assistant, you will be responsible for animal handling, ensuring efficiency and quality in your role. Your key duties will include medication administration, surgical assistance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Animal handling, Medication administration, Surgical assistance skills and the ability to work in a fast-paced, professional setting. Prior experience in veterinary assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Animal Handling, Veterinary Procedures, Surgical Assistance, Pet Care, Medication Administration",1st time,39-45,"Rs. 271,908.00",11 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",146,91
189,Waiter,Kuwait,"This is a job for a Waiter in Kuwait. As a Waiter, you will be responsible for customer service, ensuring efficiency and quality in your role. Your key duties will include order taking, food delivery, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Customer service, Order taking, Food delivery skills and the ability to work in a fast-paced, professional setting. Prior experience in waiter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Customer Service, Table Setting, Order Taking, Communication, Food Service",1st time,23-44,"Rs. 212,081.00",11 hours,"Accommodation, Food, Transport","male, female",111,50
190,Waiter,Kuwait,"This is a job for a Waiter in Kuwait. As a Waiter, you will be responsible for customer service, ensuring efficiency and quality in your role. Your key duties will include order taking, food delivery, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Customer service, Order taking, Food delivery skills and the ability to work in a fast-paced, professional setting. Prior experience in waiter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Customer Service, Table Setting, Order Taking, Communication, Food Service","1st time, Experienced",28-58,"Rs. 203,470.00",10 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",31,24
191,Waitress,Romania,"This is a job for a Waitress in Romania. As a Waitress, you will be responsible for hospitality service, ensuring efficiency and quality in your role. Your key duties will include table setup, menu knowledge, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Hospitality service, Table setup, Menu knowledge skills and the ability to work in a fast-paced, professional setting. Prior experience in waitress is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Hospitality Service, Menu Knowledge, Food Delivery, Guest Interaction, Dining Management","1st time, Experienced",21-55,"Rs. 172,309.00",9 hours,"Accommodation, Food, Transport","male, female",109,3
192,Waitress,Jordan,"This is a job for a Waitress in Jordan. As a Waitress, you will be responsible for hospitality service, ensuring efficiency and quality in your role. Your key duties will include table setup, menu knowledge, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Hospitality service, Table setup, Menu knowledge skills and the ability to work in a fast-paced, professional setting. Prior experience in waitress is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Jordan, this role is for you.","Hospitality Service, Menu Knowledge, Food Delivery, Guest Interaction, Dining Management",Experienced,37-44,"Rs. 157,202.00",8 hours,"Accommodation, Medical","male, female",181,123
193,Warehouse Assistant,Dubai,"This is a job for a Warehouse Assistant in Dubai. As a Warehouse Assistant, you will be responsible for stock handling, ensuring efficiency and quality in your role. Your key duties will include inventory tracking, logistics management, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Stock handling, Inventory tracking, Logistics management skills and the ability to work in a fast-paced, professional setting. Prior experience in warehouse assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Stock Handling, Inventory Control, Logistics, Order Processing, Storage Management",Experienced,23-54,"Rs. 231,131.00",9 hours,"Accommodation, Food, Medical",male,19,6
194,Warehouse Assistant,Kuwait,"This is a job for a Warehouse Assistant in Kuwait. As a Warehouse Assistant, you will be responsible for stock handling, ensuring efficiency and quality in your role. Your key duties will include inventory tracking, logistics management, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Stock handling, Inventory tracking, Logistics management skills and the ability to work in a fast-paced, professional setting. Prior experience in warehouse assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Stock Handling, Inventory Control, Logistics, Order Processing, Storage Management","1st time, Experienced",34-47,"Rs. 268,200.00",12 hours,"Accommodation, Food, Transport",male,26,20
195,Warehouse Worker,Saudi Arabia,"This is a job for a Warehouse Worker in Saudi Arabia. As a Warehouse Worker, you will be responsible for inventory management, ensuring efficiency and quality in your role. Your key duties will include heavy lifting, equipment operation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Inventory management, Heavy lifting, Equipment operation skills and the ability to work in a fast-paced, professional setting. Prior experience in warehouse worker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Heavy Lifting, Inventory Management, Material Handling, Pallet Organization, Forklift Operation",Experienced,23-44,"Rs. 269,613.00",8 hours,"Accommodation, Food, Medical",male,186,36
196,Warehouse Worker,Romania,"This is a job for a Warehouse Worker in Romania. As a Warehouse Worker, you will be responsible for inventory management, ensuring efficiency and quality in your role. Your key duties will include heavy lifting, equipment operation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Inventory management, Heavy lifting, Equipment operation skills and the ability to work in a fast-paced, professional setting. Prior experience in warehouse worker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Heavy Lifting, Inventory Management, Material Handling, Pallet Organization, Forklift Operation",1st time,30-56,"Rs. 156,764.00",8 hours,"Accommodation, Medical",male,31,10
197,Welder (Arc/Mig/Tig/Tag/Gas),Jordan,"This is a job for a Welder (Arc/Mig/Tig/Tag/Gas) in Jordan. As a Welder (Arc/Mig/Tig/Tag/Gas), you will be responsible for metal fabrication, ensuring efficiency and quality in your role. Your key duties will include arc welding, blueprint reading, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Metal fabrication, Arc welding, Blueprint reading skills and the ability to work in a fast-paced, professional setting. Prior experience in welder (arc/mig/tig/tag/gas) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Jordan, this role is for you.","Metal Fabrication, Blueprint Reading, Arc Welding, Joining Techniques, Quality Inspection",Experienced,22-49,"Rs. 186,996.00",8 hours,"Accommodation, Food, Medical",male,73,55
198,Welder (Arc/Mig/Tig/Tag/Gas),Oman,"This is a job for a Welder (Arc/Mig/Tig/Tag/Gas) in Oman. As a Welder (Arc/Mig/Tig/Tag/Gas), you will be responsible for metal fabrication, ensuring efficiency and quality in your role. Your key duties will include arc welding, blueprint reading, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Metal fabrication, Arc welding, Blueprint reading skills and the ability to work in a fast-paced, professional setting. Prior experience in welder (arc/mig/tig/tag/gas) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Metal Fabrication, Blueprint Reading, Arc Welding, Joining Techniques, Quality Inspection",Experienced,31-55,"Rs. 285,109.00",8 hours,"Accommodation, Food, Transport",male,34,29
199,Worker,Malaysia,"This is a job for a Worker in Malaysia. As a Worker, you will be responsible for general labor, ensuring efficiency and quality in your role. Your key duties will include equipment handling, material transport, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong General labor, Equipment handling, Material transport skills and the ability to work in a fast-paced, professional setting. Prior experience in worker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Malaysia, this role is for you.","General Labor, Material Handling, Equipment Operation, Site Maintenance, Manual Work","1st time, Experienced",39-51,"Rs. 228,020.00",8 hours,"Accommodation, Food, Medical","male, female",64,58
200,Worker,Romania,"This is a job for a Worker in Romania. As a Worker, you will be responsible for general labor, ensuring efficiency and quality in your role. Your key duties will include equipment handling, material transport, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong General labor, Equipment handling, Material transport skills and the ability to work in a fast-paced, professional setting. Prior experience in worker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","General Labor, Material Handling, Equipment Operation, Site Maintenance, Manual Work",Experienced,26-43,"Rs. 191,114.00",12 hours,"Accommodation, Medical, Meal Allowance","male, female",144,61
